name,rating,Total Rating,Company Info,Highly Rated For,Critically Rated For
Wishfin,4.0,(220),Financial Services | Noida +10 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits",
ARCADIS,4.2,(220),IT Services & Consulting | Amsterdam +26 other locations,"Work Life Balance, Company Culture, Job Security",
Allengers Medical Systems,3.7,(220),Medical Equipment | Chandigarh +36 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
ANZ Operations & Technology,4.1,(220),Financial Services | Melbourne +3 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
MEDOPHARM,3.8,(220),Pharma | Chennai +18 other locations,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Tenon Facility Management,3.6,(220),Facility Management Services | Gurgaon/Gurugram +36 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Al-Yamama Group,3.8,(219),Engineering & Construction | Dammam +19 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Aegon Life Insurance,3.8,(219),Insurance | Mumbai +34 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Rochem Separation Systems,3.9,(219),Industrial Machinery | Mumbai +26 other locations,"Skill Development / Learning, Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Autocomp Corporation Panse,3.5,(220),Auto Components | Pune +9 other locations,,"Company Culture, Promotions / Appraisal, Work Satisfaction"
JMR Infotech,4.3,(219),IT Services & Consulting | Bangalore/Bengaluru +8 other locations,"Job Security, Company Culture, Skill Development / Learning",
Essel Group,4.2,(219),Media & Entertainment | Mumbai +36 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",
Etisalat,3.3,(219),Telecom | Abu Dhabi +11 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Reliance Securities,3.9,(219),Financial Services | Mumbai +48 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
Ichhapurti.com,2.3,(219),Software Product | Jammu +27 other locations,,"Job Security, Work Satisfaction, Salary & Benefits"
Popular Vehicles and Services,4.0,(219),Automobile | Ernakulam +21 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
VHS Consulting,3.7,(219),IT Services & Consulting | Pleasanton +11 other locations,,"Job Security, Promotions / Appraisal"
Dentsu Aegis Network,3.4,(219),Marketing & Advertising | Mumbai +13 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Amcor Flexibles India,3.7,(219),Packaging | Melbourne +16 other locations,Job Security,
Silverskills,3.5,(219),BPO | Gurgaon/Gurugram +8 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Slice,3.2,(219),FinTech | Bangalore +12 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Shaily Engineering Plastics Ltd,4.0,(219),Industrial Machinery | Vadodara/Baroda +7 other locations,"Work Life Balance, Skill Development / Learning",
Belstar Investment and Finance,4.2,(219),Investment Banking / Venture Capital / Private Equity | Chennai +96 other locations,"Job Security, Company Culture, Skill Development / Learning",
Weblink In,3.8,(220),IT Services & Consulting | New Delhi +9 other locations,,Promotions / Appraisal
AltezzaSys,4.0,(219),IT Services & Consulting | Noida +14 other locations,"Work Life Balance, Work Satisfaction, Company Culture",
IIT Madras,4.2,(218),Education & Training | Chennai +8 other locations,"Skill Development / Learning, Work Life Balance, Work Satisfaction",
MT Educare,3.2,(218),EdTech | Mumbai +25 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Sakon,3.1,(218),Software Product | Concord +2 other locations,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
MBD GROUP,3.7,(218),Printing & Publishing | New Delhi +32 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Exusia,4.1,(218),IT Services & Consulting | Miami +8 other locations,"Work Life Balance, Job Security, Salary & Benefits",
Amrutanjan Health Care,3.8,(218),Pharma | Chennai +41 other locations,,"Promotions / Appraisal, Company Culture"
Intelligent Image Management Inc,3.9,(235),BPO | Henderson +4 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",
Mahagun India,3.4,(218),Real Estate | Noida +6 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Zopper,3.3,(218),Software Product | Noida +33 other locations,,"Job Security, Work Satisfaction, Skill Development / Learning"
LatentView Analytics,3.7,(218),IT Services & Consulting | Princeton +7 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
Alivira Animal Health,4.1,(219),Pharma | Mumbai +15 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Ciron Drugs & Pharmaceuticals,3.2,(218),Healthcare | Mumbai +9 other locations,,"Job Security, Salary & Benefits, Company Culture"
Property Solutions,3.8,(218),Facility Management Services | Mumbai +27 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Kirloskar Electric Company,3.5,(218),Electrical Equipment | Bangalore/Bengaluru +22 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
ICICI Direct,3.7,(218),Financial Services | Mumbai +57 other locations,,"Work Satisfaction, Promotions / Appraisal, Work Life Balance"
Corsearch,4.2,(218),IT Services & Consulting | Mumbai Suburban +5 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Bhilai Engineering Corporation,3.8,(218),Industrial Machinery | Bhilai/Bhillai +21 other locations,,"Promotions / Appraisal, Salary & Benefits"
Yakult Danone India,3.7,(218),Food Processing | New Delhi +21 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Adani Gas,3.3,(218),Oil & Gas | Ahmedabad +40 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Big C,4.0,(218),Hyderabad/Secunderabad +46 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
STAR,4.1,,Broadcasting | Mumbai +28 other locations,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal
Rolta India,2.7,(217),IT Services & Consulting | Mumbai +11 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Flyhomes,4.3,(217),Internet | Seattle +9 other locations,"Company Culture, Salary & Benefits, Work Life Balance",
Verzeo,2.9,(217),EdTech | Bangalore +11 other locations,,"Job Security, Salary & Benefits, Work Satisfaction"
FIGMD,3.1,(217),IT Services & Consulting | Rockford,,"Job Security, Promotions / Appraisal, Work Satisfaction"
UNICEF,3.9,(217),Non-Profit | New York +48 other locations,"Salary & Benefits, Skill Development / Learning","Job Security, Promotions / Appraisal"
IVTL Infoview Technologies,3.6,(217),IT Services & Consulting | Chennai +3 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal, Skill Development / Learning"
NTT Global Data Centers and Cloud Infrastructure,4.0,(217),IT Services & Consulting | Hyderabad / Secunderabad +14 other locations,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
TAJSATS AIR CATERING,4.0,(217),Hospitality | Mumbai +15 other locations,"Job Security, Company Culture, Salary & Benefits",Promotions / Appraisal
Gravita,4.3,(217),Metals & Mining | Jaipur +14 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
Vashi Integrated Solutions Limited,3.8,(217),Industrial Machinery | Mumbai +21 other locations,"Skill Development / Learning, Job Security",Promotions / Appraisal
Brick&Bolt,4.0,(217),Engineering & Construction | Bangalore +7 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
GMR Energy,4.4,(218),Power | Delhi +28 other locations,"Job Security, Skill Development / Learning, Company Culture",
Canam Consultants,3.9,(217),Management Consulting | Chandigarh +20 other locations,Work Life Balance,Promotions / Appraisal
VGN Projects Estates,4.0,(216),Real Estate | Chennai +6 other locations,"Salary & Benefits, Skill Development / Learning, Work Satisfaction",
Miraj Cinemas,4.2,(216),Media & Entertainment | Mumbai +47 other locations,"Company Culture, Skill Development / Learning, Work Satisfaction",
Gaja Engineering,4.0,(216),Engineering & Construction | Hyderabad +29 other locations,"Job Security, Work Life Balance, Company Culture",
Netcore Cloud Private Limited,4.3,(216),IT Services & Consulting | Mumbai +11 other locations,"Job Security, Company Culture, Work Life Balance",
AISECT,3.9,(216),Education & Training | Bhopal +48 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
AISECT,3.9,(216),Education & Training | Bhopal +48 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Berar Finance,4.0,(217),NBFC | Nagpur +69 other locations,"Work Life Balance, Company Culture","Salary & Benefits, Promotions / Appraisal"
Banswara Syntex,4.2,(216),Fashion & Textile | Banswara +11 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
Suresh Surana & Associates,3.4,(216),Accounting & Auditing | Mumbai +15 other locations,,"Company Culture, Salary & Benefits, Promotions / Appraisal"
Shaadi.com,3.4,(216),Internet | Mumbai +25 other locations,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
Puzzolana Machinery Fabricators,3.8,(216),Industrial Machinery | Hyderabad/Secunderabad +12 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Coditas Technologies,3.1,(216),IT Services & Consulting | Pune +5 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Kanwar Enterprises,3.3,(216),Engineering & Construction | Noida +33 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Nuance Communications,4.3,(215),Software Product | Burlington +14 other locations,"Company Culture, Work Life Balance, Salary & Benefits",
Rainbow Hospital,3.7,(215),Healthcare | Hyderabad +12 other locations,,Promotions / Appraisal
TITAGARH WAGONS,2.9,(215),Industrial Machinery | Kolkata +15 other locations,,"Company Culture, Work Life Balance, Promotions / Appraisal"
Ck Birla Hospitals,4.1,(216),Healthcare | Kolkata +6 other locations,"Skill Development / Learning, Job Security, Salary & Benefits",
Costa Cruise Lines,4.2,(215),Travel & Tourism | Genoa +13 other locations,"Skill Development / Learning, Job Security, Work Satisfaction",
Renom Energy Services,4.3,(216),Engineering & Construction | pune +38 other locations,"Job Security, Skill Development / Learning, Work Life Balance",
Samarth LifeSciences,3.6,(215),Pharma | Mumbai +36 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
BARC,4.4,(215),Defence & Aerospace | Mumbai +21 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
Captain Fresh,3.8,(215),Food Processing | Bangalore +22 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal"
Indiafilings,3.7,(215),Financial Services | Chennai +10 other locations,,Promotions / Appraisal
Cliantha Research,4.0,(215),Clinical Research | Ahmedabad +8 other locations,"Job Security, Company Culture, Skill Development / Learning",
Indo Amines,3.0,(215),Chemicals | Thane +11 other locations,,"Job Security, Company Culture, Promotions / Appraisal"
Cliantha Research,4.0,(215),Clinical Research | Ahmedabad +8 other locations,"Job Security, Company Culture, Skill Development / Learning",
Captain Fresh,3.8,(215),Food Processing | Bangalore +22 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal"
Indiafilings,3.7,(215),Financial Services | Chennai +10 other locations,,Promotions / Appraisal
Jodas Expoim,3.6,(215),Pharma | Hyderabad/Secunderabad +5 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Ratnamani Metals and Tubes,4.4,(215),Iron & Steel | Ahmedabad +13 other locations,"Job Security, Company Culture, Work Satisfaction",
Simplimadly,4.9,(214),Internet | Noida +6 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Hofincons Infotech & Industrial Services,3.9,(214),Industrial Machinery | Sullurpeta +39 other locations,,"Promotions / Appraisal, Salary & Benefits"
Cremica Food Industries,3.9,(214),Food Processing | Delhi/NCR +37 other locations,Skill Development / Learning,Promotions / Appraisal
Apex CoVantage,3.3,(214),IT Services & Consulting | Miami Beach +9 other locations,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
TCPL Packaging,4.0,(214),Packaging | Bangalore +41 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",
Trantor,3.5,(214),IT Services & Consulting | Menlo Park +7 other locations,,"Promotions / Appraisal, Skill Development / Learning, Job Security"
Slr Metaliks,4.3,(214),Iron & Steel | Karnataka +8 other locations,"Skill Development / Learning, Job Security, Work Satisfaction",
SGT University,3.5,(214),Education & Training | Gurgaon/Gurugram +5 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Agriculture Department,4.4,(214),Government | Gadag +102 other locations,"Work Satisfaction, Skill Development / Learning, Work Life Balance",
MosChip Technologies,4.2,(214),Semiconductors | Hyderabad +3 other locations,"Job Security, Skill Development / Learning, Company Culture",
Brawn Laboratories,3.3,(214),Healthcare | Delhi/NCR +11 other locations,,"Company Culture, Job Security, Promotions / Appraisal"
Religare Finvest,4.5,(213),Financial Services | Delhi/NCR +34 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Archirodon,3.9,(213),Engineering & Construction | Dordrecht +19 other locations,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal
New Holland Fiat (India),4.2,(214),Auto Components | Delhi/NCR +37 other locations,"Work Satisfaction, Skill Development / Learning, Work Life Balance",
Poonawalla Housing Finance,3.7,(213),Financial Services | Pune +80 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
